,Unnamed: 0_x,UID,UIN_x,Name_x,Unnamed: 0_y,UIN_y,Name_y,HW,Quiz,E1,E2,E3,E4,Total,Letter grade
35,35,ecouxmjfwzlp@school.edu,4602007624,Vvokbcyoe Aclghlt,435,4602007624,Vvokbcyoe Aclghlt,80.375,77.0,66.0,97.0,77.0,99.0,83.59375,A
36,36,wnyssasgzi@school.edu,6891665828,Dbcvoepl Faoncsmnkv,436,6891665828,Dbcvoepl Faoncsmnkv,86.875,74.0,70.0,92.0,87.0,92.0,84.86875,A
37,37,ewszh@school.edu,2340365931,Wizswg Xlzzw,437,2340365931,Wizswg Xlzzw,80.375,72.6,59.0,90.0,98.0,95.0,83.40375,A
38,38,vwgwp@school.edu,3175408418,Jhjfg Nwcfi,438,3175408418,Jhjfg Nwcfi,76.625,73.6,70.0,99.0,66.0,77.0,77.16625,A-
39,39,eiuhlzkceqdr@school.edu,7431170454,Ibhtxrflng Ndyiatf,439,7431170454,Ibhtxrflng Ndyiatf,70.375,78.4,69.0,59.0,61.0,100.0,73.78375,B-
40,40,zyoflkhpezuzg@school.edu,7215177132,Vgxwru Wyasw,440,7215177132,Vgxwru Wyasw,83.125,81.2,72.0,57.0,53.0,50.0,66.20125,D+
41,41,pbdoynme@school.edu,3947868467,Djqbphwn Onovwiphwe,441,3947868467,Djqbphwn Onovwiphwe,85.5,64.4,77.0,63.0,100.0,88.0,81.415,A
42,42,pmdgq@school.edu,3250624681,Ainncc Tmfpum,442,3250624681,Ainncc Tmfpum,79.125,74.2,73.0,75.0,76.0,81.0,77.00125,A-
43,43,wkyqdmxyj@school.edu,1369531765,Vybwtdnr Xzqsyss,443,1369531765,Vybwtdnr Xzqsyss,72.5,75.0,79.0,50.0,51.0,78.0,68.225,D+
44,44,ahmuhewcts@school.edu,3498137068,Eznwp Pdjrirb,444,3498137068,Eznwp Pdjrirb,85.75,82.0,54.0,79.0,86.0,78.0,78.0875,A
45,45,oendwrn@school.edu,9172674105,Lptgloyev Zqiaiwisog,445,9172674105,Lptgloyev Zqiaiwisog,75.375,81.2,84.0,81.0,99.0,57.0,77.96375,A-
46,46,dyroqimxlx@school.edu,8508314402,Cysoz Nejszgih,446,8508314402,Cysoz Nejszgih,80.75,76.0,83.0,88.0,100.0,81.0,84.6375,A
47,47,slfdasj@school.edu,3852307991,Ficispzcjq Uzwyjstbm,447,3852307991,Ficispzcjq Uzwyjstbm,75.75,85.6,76.0,50.0,88.0,82.0,75.9975,B
48,48,dsggabcw@school.edu,3163685630,Vgbeptehl Tvdslrgep,448,3163685630,Vgbeptehl Tvdslrgep,78.875,80.4,100.0,52.0,56.0,74.0,73.75875,B-
49,49,jcvkonsztaiu@school.edu,2471284962,Dfqxe Rcjpqzfpwa,449,2471284962,Dfqxe Rcjpqzfpwa,83.0,84.2,68.0,92.0,71.0,86.0,81.02,A
50,50,iteimriohgk@school.edu,4181575810,Zylojjsyx Iaphakw,450,4181575810,Zylojjsyx Iaphakw,84.375,78.2,79.0,58.0,83.0,73.0,76.51375,B+
51,51,ixzuklo@school.edu,1650919265,Hxfssciq Aovhgck,451,1650919265,Hxfssciq Aovhgck,80.25,90.8,59.0,77.0,81.0,53.0,72.2925,C+
52,52,wektyuh@school.edu,9585741565,Usyavtjt Owuaiica,452,9585741565,Usyavtjt Owuaiica,88.125,74.2,55.0,52.0,71.0,80.0,72.15125,C+
53,53,gzqzbemsbim@school.edu,3673902550,Gqcqtaruzg Qyvxese,453,3673902550,Gqcqtaruzg Qyvxese,75.875,76.0,58.0,91.0,98.0,81.0,79.81875,A
54,54,pguhpeerbkcwv@school.edu,5353810287,Sbjvzilp Eexuhh,454,5353810287,Sbjvzilp Eexuhh,84.0,79.2,70.0,54.0,81.0,96.0,78.87,A
55,55,nedmaatz@school.edu,6159169319,Qfrtzykss Uxjco,455,6159169319,Qfrtzykss Uxjco,83.0,73.0,88.0,98.0,59.0,89.0,82.6,A
56,56,azzmtqikf@school.edu,8950964395,Bfpgraxjg Uwtdsfgfv,456,8950964395,Bfpgraxjg Uwtdsfgfv,80.625,75.2,97.0,59.0,61.0,56.0,71.42625,C+
57,57,jdmlqwp@school.edu,6891852639,Kujvqifa Xdkilkijxg,457,6891852639,Kujvqifa Xdkilkijxg,65.625,69.2,79.0,70.0,94.0,86.0,76.97625,B+
58,58,jdosjwyyam@school.edu,6443716003,Vpvtn Bwihloa,458,6443716003,Vpvtn Bwihloa,71.125,82.2,84.0,84.0,84.0,70.0,77.80125,A-
59,59,tnwroyuvdtsa@school.edu,5914554448,Bhkuf Nrimrnbz,459,5914554448,Bhkuf Nrimrnbz,81.875,71.4,65.0,67.0,67.0,67.0,70.85875,C
60,60,qilrob@school.edu,8226939123,Oxxwrec Bhvhbinki,460,8226939123,Oxxwrec Bhvhbinki,83.0,76.8,67.0,94.0,74.0,80.0,79.68,A
61,61,hjkcq@school.edu,3525241612,Hlgncnsjz Ojgyaytg,461,3525241612,Hlgncnsjz Ojgyaytg,86.625,84.2,55.0,78.0,80.0,94.0,80.82625,A
62,62,nygerektaiq@school.edu,7260674592,Vlggrrvc Tcamqprpmg,462,7260674592,Vlggrrvc Tcamqprpmg,78.25,82.2,93.0,69.0,70.0,80.0,78.5825,A
63,63,zgdqisdl@school.edu,4954751839,Noydq Wfkcvvk,463,4954751839,Noydq Wfkcvvk,80.875,86.0,76.0,88.0,67.0,59.0,75.26875,B
64,64,tgjzafxc@school.edu,1399854126,Maaxhboclo Naoki,464,1399854126,Maaxhboclo Naoki,78.375,81.4,62.0,60.0,78.0,73.0,72.33375,C+
65,65,weenqghmtnz@school.edu,9017142798,Syvqahsrap Lfzntx,465,9017142798,Syvqahsrap Lfzntx,75.625,68.2,75.0,66.0,68.0,65.0,70.07625,C
66,66,strtnfbz@school.edu,4218450872,Hirliumwai Jsfwq,466,4218450872,Hirliumwai Jsfwq,77.25,59.8,98.0,80.0,74.0,75.0,78.0925,A
67,67,axgdjflfqkz@school.edu,8065387807,Gjwuoxh Oxkshjyrr,467,8065387807,Gjwuoxh Oxkshjyrr,72.875,67.8,80.0,68.0,73.0,65.0,71.14875,C+
68,68,kynjlmgwqb@school.edu,5256832831,Qsttnt Kgwagbfldb,468,5256832831,Qsttnt Kgwagbfldb,79.5,77.2,99.0,100.0,90.0,99.0,90.745,A+
69,69,dwlymerclsk@school.edu,1561391036,Ewzydvnsm Achqwngiu,469,1561391036,Ewzydvnsm Achqwngiu,84.625,83.4,68.0,62.0,66.0,88.0,76.49625,B+
70,70,qdnowc@school.edu,5308078558,Flvbflbocn Eumjd,470,5308078558,Flvbflbocn Eumjd,83.875,76.2,82.0,73.0,99.0,72.0,81.08875,A
71,71,feeol@school.edu,7961422307,Mhgmctuuwt Blwwix,471,7961422307,Mhgmctuuwt Blwwix,84.75,79.8,98.0,91.0,92.0,65.0,84.3175,A
72,72,nkzfhtgwx@school.edu,5351686902,Cjewxew Ysubvdcd,472,5351686902,Cjewxew Ysubvdcd,86.5,85.0,86.0,99.0,71.0,80.0,84.525,A
73,73,zkqoq@school.edu,8745461918,Dtqfsv Iqxkwpp,473,8745461918,Dtqfsv Iqxkwpp,76.125,74.8,70.0,73.0,86.0,66.0,74.06125,B
74,74,jswlvvnwnspa@school.edu,5598782083,Dejlbvmdcw Vsvvnr,474,5598782083,Dejlbvmdcw Vsvvnr,71.25,81.6,78.0,60.0,56.0,80.0,71.0725,C+
75,75,xjjcnb@school.edu,7881487487,Sapnmfil Kmkxtwxtt,475,7881487487,Sapnmfil Kmkxtwxtt,76.25,80.2,87.0,93.0,97.0,96.0,87.8325,A+
76,76,yfksrobombcya@school.edu,2482418213,Fboiahzw Irklgo,476,2482418213,Fboiahzw Irklgo,88.875,86.6,98.0,86.0,100.0,60.0,85.47875,A+
77,77,nysuqg@school.edu,7473905110,Hkype Txqgvcgb,477,7473905110,Hkype Txqgvcgb,82.25,76.2,86.0,73.0,85.0,72.0,79.1825,A
78,78,plsuu@school.edu,8404478754,Temac Vugvhkx,478,8404478754,Temac Vugvhkx,83.375,89.2,66.0,61.0,94.0,85.0,79.91375,A
79,79,nfeck@school.edu,4832432701,Ksiyr Ouqlqwqo,479,4832432701,Ksiyr Ouqlqwqo,85.5,72.2,76.0,69.0,81.0,82.0,78.895,A
80,80,lwahashevvr@school.edu,8221622760,Xsdmhhy Ejelijdddo,480,8221622760,Xsdmhhy Ejelijdddo,71.375,79.6,99.0,55.0,62.0,55.0,69.20375,C-
81,81,isrnazkytyslf@school.edu,6419054703,Vhhjk Krnfulqr,481,6419054703,Vhhjk Krnfulqr,78.625,87.8,72.0,89.0,65.0,50.0,72.33625,C+
82,82,hfxiydjmpxw@school.edu,8266814232,Iqqbe Xefmquist,482,8266814232,Iqqbe Xefmquist,79.5,74.2,90.0,100.0,95.0,69.0,83.845,A
83,83,qlywoktbpbo@school.edu,1345848417,Jejafhwj Jyaxfk,483,1345848417,Jejafhwj Jyaxfk,80.625,75.2,54.0,63.0,82.0,86.0,74.72625,B
84,84,jdway@school.edu,4620971968,Hnfnicjs Wkjrklmp,484,4620971968,Hnfnicjs Wkjrklmp,73.75,69.8,93.0,81.0,68.0,56.0,72.9175,C+
85,85,vofmqytaalxqy@school.edu,1807152282,Mbopylf Zdlioho,485,1807152282,Mbopylf Zdlioho,76.125,67.0,62.0,53.0,98.0,76.0,72.88125,C+
86,86,vptbxdmahi@school.edu,3728044676,Hmrlmm Njsldipqrv,486,3728044676,Hmrlmm Njsldipqrv,75.625,73.4,72.0,83.0,90.0,56.0,74.19625,B
87,87,wjdzrsrsne@school.edu,7837132780,Ubifqz Vjuogvtbt,487,7837132780,Ubifqz Vjuogvtbt,87.875,78.8,88.0,95.0,81.0,75.0,84.44875,A
88,88,uldjfzn@school.edu,7090737384,Lxivibblhe Ztbuv,488,7090737384,Lxivibblhe Ztbuv,77.75,71.6,87.0,54.0,81.0,55.0,70.8975,C
89,89,jyviedrfyb@school.edu,9750730543,Pzwlqgbonp Rzptbp,489,9750730543,Pzwlqgbonp Rzptbp,82.375,66.6,80.0,82.0,94.0,58.0,77.25375,A-
90,90,gfyzq@school.edu,1579961881,Cejqxldh Ucopuyi,490,1579961881,Cejqxldh Ucopuyi,82.875,80.0,77.0,95.0,100.0,95.0,88.51875,A+
91,91,brtnnlam@school.edu,7638110626,Npqwn Rfannjlkf,491,7638110626,Npqwn Rfannjlkf,79.625,90.0,86.0,88.0,62.0,91.0,82.50625,A
92,92,qagqz@school.edu,1455981107,Ccdibg Wwpqfalq,492,1455981107,Ccdibg Wwpqfalq,78.25,78.4,72.0,61.0,64.0,77.0,72.3525,C+
93,93,mzeedghxiw@school.edu,5738876486,Qmpnyk Ncxdn,493,5738876486,Qmpnyk Ncxdn,77.875,80.0,59.0,56.0,76.0,52.0,66.51875,D+
94,94,mrfjism@school.edu,7990754692,Wxgamnprmi Ujdfahmuiq,494,7990754692,Wxgamnprmi Ujdfahmuiq,72.625,76.8,56.0,75.0,81.0,67.0,71.03625,C+
95,95,pdiuxgl@school.edu,5754654601,Femyg Owoyh,495,5754654601,Femyg Owoyh,75.0,77.2,96.0,55.0,91.0,95.0,81.77,A
96,96,ckgfl@school.edu,5726277581,Gnufgp Ehiojilkng,496,5726277581,Gnufgp Ehiojilkng,91.5,88.0,98.0,90.0,58.0,87.0,85.975,A+
97,97,lgkljvuwweyi@school.edu,2177531994,Xhsnyfva Lredcbpyiq,497,2177531994,Xhsnyfva Lredcbpyiq,83.75,67.0,93.0,64.0,78.0,62.0,75.2875,B
98,98,beggwqo@school.edu,2244937331,Bzashvmvk Fpfyce,498,2244937331,Bzashvmvk Fpfyce,83.25,77.2,61.0,93.0,51.0,86.0,76.4825,B+
99,99,akzwjdjxf@school.edu,8281341377,Onywen Rxlpe,499,8281341377,Onywen Rxlpe,82.125,68.8,58.0,92.0,100.0,73.0,79.51125,A
100,100,slcmfwbamurqe@school.edu,3448339583,Trgwcvt Rdaetktz,500,3448339583,Trgwcvt Rdaetktz,78.25,77.2,59.0,67.0,69.0,94.0,75.3325,B
101,101,shvkeu@school.edu,3523054469,Eaeqlhlox Ycbeplnfw,501,3523054469,Eaeqlhlox Ycbeplnfw,84.25,66.6,52.0,98.0,61.0,94.0,78.1725,A
102,102,qidpmhbzpdhj@school.edu,5211733144,Mjsrfdvbe Basyfm,502,5211733144,Mjsrfdvbe Basyfm,74.375,85.0,60.0,93.0,98.0,83.0,81.34375,A
103,103,atephsmz@school.edu,1297991309,Qggfnogza Hlvdggqi,503,1297991309,Qggfnogza Hlvdggqi,80.875,73.8,93.0,96.0,82.0,52.0,78.64875,A
104,104,fsshbm@school.edu,5847426600,Ulkexutvmf Cvpqcgbhw,504,5847426600,Ulkexutvmf Cvpqcgbhw,79.125,74.4,75.0,96.0,93.0,50.0,76.82125,B+
105,105,juiepvtbknpfn@school.edu,7675718853,Ujqjg Knuxu,505,7675718853,Ujqjg Knuxu,83.375,73.6,77.0,92.0,83.0,80.0,82.00375,A
106,106,emkkgprqt@school.edu,3296100407,Udyff Ikzhsztdkw,506,3296100407,Udyff Ikzhsztdkw,80.75,71.6,53.0,83.0,57.0,80.0,72.2975,C+
107,107,txiaucmqrvpeb@school.edu,1923163605,Obygktxx Zqaafrntu,507,1923163605,Obygktxx Zqaafrntu,80.625,73.2,87.0,93.0,93.0,56.0,79.62625,A
108,108,ypgtsi@school.edu,5096659334,Swyuqsyh Azxibje,508,5096659334,Swyuqsyh Azxibje,88.625,79.6,85.0,82.0,50.0,80.0,78.66625,A
109,109,pierczdocuqjj@school.edu,8499130701,Rtxxuceex Vpkuio,509,8499130701,Rtxxuceex Vpkuio,79.125,74.6,56.0,100.0,75.0,81.0,78.09125,A
110,110,lqfdtcyvy@school.edu,4331071202,Zoacxpipr Zvyupxnvb,510,4331071202,Zoacxpipr Zvyupxnvb,80.0,88.4,93.0,62.0,74.0,65.0,76.19,B+
111,111,deztupngt@school.edu,2681039542,Zwflfpvi Rhsrn,511,2681039542,Zwflfpvi Rhsrn,83.0,78.2,56.0,76.0,68.0,86.0,75.77,B
112,112,kdehnfpegoc@school.edu,4177615113,Lajipyfc Xvxcu,512,4177615113,Lajipyfc Xvxcu,75.375,84.8,78.0,60.0,84.0,78.0,76.22375,B+
113,113,jbqeomd@school.edu,6937598887,Tvcukvfgod Yqqihxxmi,513,6937598887,Tvcukvfgod Yqqihxxmi,80.25,78.4,61.0,92.0,55.0,52.0,69.5025,C-
114,114,efzqrlggd@school.edu,5321123594,Lnbjkjp Zajgig,514,5321123594,Lnbjkjp Zajgig,76.0,88.8,95.0,60.0,96.0,75.0,80.53,A
115,115,bnbfbpzkw@school.edu,9178418077,Pkfqgvyd Qicunxgeyp,515,9178418077,Pkfqgvyd Qicunxgeyp,80.125,81.4,78.0,75.0,70.0,80.0,77.62125,A-
116,116,szxfyqpyvwro@school.edu,5609706485,Pajpjw Oppsspv,516,5609706485,Pajpjw Oppsspv,77.5,85.8,84.0,96.0,53.0,61.0,75.105,B
117,117,qarhaujqf@school.edu,6021423721,Ktshq Ktjntbq,517,6021423721,Ktshq Ktjntbq,86.0,78.0,65.0,57.0,79.0,79.0,75.25,B
118,118,jqegsjzymz@school.edu,8128567027,Aefvag Weeuu,518,8128567027,Aefvag Weeuu,78.0,79.6,52.0,55.0,88.0,84.0,73.51,B-
119,119,wwxxrassoauo@school.edu,9186929632,Stiqorot Bcozwbxkg,519,9186929632,Stiqorot Bcozwbxkg,76.25,81.6,66.0,66.0,94.0,82.0,77.5225,A-
120,120,twifbpldnr@school.edu,9250867410,Dafhczhglj Aucatqj,520,9250867410,Dafhczhglj Aucatqj,81.125,77.8,54.0,51.0,71.0,75.0,69.46125,C-
121,121,rusbwhmwr@school.edu,2668770183,Yizyv Yxrqxxor,521,2668770183,Yizyv Yxrqxxor,72.375,77.8,74.0,63.0,68.0,65.0,69.62375,C-
122,122,remaixiec@school.edu,6954354196,Xglxsncpr Qsozzpd,522,6954354196,Xglxsncpr Qsozzpd,79.875,84.6,61.0,88.0,59.0,63.0,72.22875,C+
123,123,snnqufryinfo@school.edu,1001884087,Jmbuetfok Kvnsmqh,523,1001884087,Jmbuetfok Kvnsmqh,78.375,74.4,87.0,94.0,55.0,52.0,72.83375,C+
124,124,nymuvxhl@school.edu,6488170038,Lmwlewivmh Mymfojy,524,6488170038,Lmwlewivmh Mymfojy,81.5,69.0,94.0,79.0,96.0,78.0,83.225,A
125,125,uxyshjjpvfhew@school.edu,3156624748,Advvnhf Yxforzs,525,3156624748,Advvnhf Yxforzs,80.75,64.6,74.0,63.0,56.0,88.0,73.1975,B-
126,126,oqbfmui@school.edu,3318031388,Tzgqi Qlrdvvoge,526,3318031388,Tzgqi Qlrdvvoge,78.125,74.2,82.0,78.0,52.0,93.0,77.35125,A-
127,127,mniok@school.edu,6626607972,Dthzy Oejii,527,6626607972,Dthzy Oejii,86.875,62.8,73.0,51.0,53.0,79.0,70.34875,C
128,128,uslwmq@school.edu,3835883690,Aupwbq Xakffyufeb,528,3835883690,Aupwbq Xakffyufeb,77.25,81.6,62.0,88.0,52.0,69.0,71.5725,C+
129,129,ezbrrwu@school.edu,5546896102,Sjwecb Suxnxb,529,5546896102,Sjwecb Suxnxb,89.125,76.8,77.0,81.0,73.0,72.0,79.01125,A
130,130,xwauykgkv@school.edu,9839119624,Flhpyrd Wzskkmkhi,530,9839119624,Flhpyrd Wzskkmkhi,80.5,70.0,70.0,78.0,78.0,71.0,75.225,B
131,131,tquby@school.edu,6969345877,Eqyxb Nvwxzs,531,6969345877,Eqyxb Nvwxzs,71.5,75.6,87.0,68.0,54.0,87.0,74.185,B
132,132,rnnoieljplw@school.edu,6584816709,Ixebu Wafkmfe,532,6584816709,Ixebu Wafkmfe,78.5,79.6,59.0,80.0,54.0,73.0,71.135,C+
133,133,yyjwfl@school.edu,8251986225,Ouyijapbr Exukkpam,533,8251986225,Ouyijapbr Exukkpam,81.5,82.8,97.0,53.0,55.0,76.0,74.605,B
134,134,wtjdflzxlco@school.edu,2692600557,Peulxoun Hvphnkxu,534,2692600557,Peulxoun Hvphnkxu,74.125,85.6,64.0,60.0,81.0,66.0,71.04125,C+
135,135,frpjmxwxaif@school.edu,6951558747,Maeyell Lkddh,535,6951558747,Maeyell Lkddh,82.25,82.2,78.0,62.0,74.0,94.0,79.6825,A
136,136,idrezkn@school.edu,8532850400,Yfchlfc Ovhvcn,536,8532850400,Yfchlfc Ovhvcn,78.5,75.0,73.0,85.0,89.0,75.0,79.175,A
137,137,nprgdemvmuah@school.edu,3640130913,Shpkkmb Jvipsydqc,537,3640130913,Shpkkmb Jvipsydqc,74.375,85.0,86.0,94.0,94.0,87.0,85.59375,A+
138,138,rboodgkpoz@school.edu,8960085708,Dlrtiqhql Ctksdviua,538,8960085708,Dlrtiqhql Ctksdviua,78.375,84.6,100.0,97.0,66.0,94.0,86.30375,A+
139,139,odejqfzrpjflu@school.edu,9997280644,Zzjwjmnoaa Kpefqyk,539,9997280644,Zzjwjmnoaa Kpefqyk,79.5,75.2,64.0,56.0,83.0,97.0,77.245,A-
140,140,naooxl@school.edu,9431684791,Ptmgvodogy Witbpdfq,540,9431684791,Ptmgvodogy Witbpdfq,74.875,76.0,98.0,56.0,68.0,59.0,71.41875,C+
141,141,jhdebcmp@school.edu,1367023684,Oaakjfzvd Pphsfp,541,1367023684,Oaakjfzvd Pphsfp,83.0,84.2,66.0,100.0,56.0,80.0,78.47,A
142,142,cvclscdxzff@school.edu,3345892430,Onshur Nycfwuc,542,3345892430,Onshur Nycfwuc,77.75,88.4,81.0,65.0,60.0,64.0,71.9775,C+
143,143,jiwziwldnm@school.edu,8081362564,Hcnask Rgjvgc,543,8081362564,Hcnask Rgjvgc,85.5,75.0,54.0,89.0,50.0,72.0,72.225,C+
144,144,ehurwnrolsxtp@school.edu,1270993262,Tulno Zkseobancx,544,1270993262,Tulno Zkseobancx,82.75,74.4,66.0,58.0,82.0,53.0,69.6275,C-
145,145,iafwekbmv@school.edu,4767105522,Aedfjcqv Wmlhho,545,4767105522,Aedfjcqv Wmlhho,79.0,72.0,67.0,65.0,68.0,53.0,67.55,D+
146,146,wgcjdu@school.edu,4005338650,Depwdothyb Oiladm,546,4005338650,Depwdothyb Oiladm,87.25,81.8,50.0,61.0,80.0,59.0,70.4425,C
147,147,bnmoq@school.edu,6700941681,Ulbjvzze Ufpwq,547,6700941681,Ulbjvzze Ufpwq,79.75,78.8,64.0,99.0,50.0,79.0,75.5675,B
148,148,bxyupjfawjrvj@school.edu,8803688603,Vebmmqm Bldqmzkaue,548,8803688603,Vebmmqm Bldqmzkaue,81.0,79.6,56.0,69.0,66.0,85.0,73.86,B-
149,149,urzfnzuppbba@school.edu,8288363325,Pcqeye Rckmfeepb,549,8288363325,Pcqeye Rckmfeepb,79.0,82.8,67.0,96.0,76.0,55.0,74.88,B
150,150,qgehmagixe@school.edu,9373210313,Wxxeexvozz Vopydzi,550,9373210313,Wxxeexvozz Vopydzi,80.875,86.4,71.0,95.0,60.0,93.0,81.35875,A
151,151,jwipbwmnskgmr@school.edu,9816922452,Ayrgod Pbhpr,551,9816922452,Ayrgod Pbhpr,72.125,59.8,61.0,63.0,64.0,92.0,70.61125,C
