,Unnamed: 0_x,UID,UIN_x,Name_x,Unnamed: 0_y,UIN_y,Name_y,HW,Quiz,E1,E2,E3,E4,Total,Letter grade
26,26,kywktuoit@school.edu,1140109722,Wpxrumnb Jlroljsnm,226,1140109722,Wpxrumnb Jlroljsnm,88.25,87.8,71.0,71.0,73.0,97.0,82.4925,A
27,27,cfpxszghu@school.edu,9605847435,Jmsifwzqnj Toizmi,227,9605847435,Jmsifwzqnj Toizmi,75.25,85.2,57.0,97.0,53.0,52.0,68.7825,D+
28,28,cxjtvzvpvhn@school.edu,7517200061,Yuerfnqtm Acipqlunm,228,7517200061,Yuerfnqtm Acipqlunm,88.625,85.0,87.0,61.0,82.0,83.0,81.75625,A
29,29,grkdhvapexgs@school.edu,8692708171,Kjvdxj Wrgmfpbs,229,8692708171,Kjvdxj Wrgmfpbs,78.0,74.2,51.0,73.0,73.0,89.0,74.27,B
30,30,kbzpmogymhoq@school.edu,3932308099,Dmyejl Hxsdfhkrhb,230,3932308099,Dmyejl Hxsdfhkrhb,86.375,73.2,55.0,78.0,65.0,55.0,69.61375,C-
31,31,ccatbijfmy@school.edu,4705653589,Mduzs Rhcayoyugb,231,4705653589,Mduzs Rhcayoyugb,75.5,71.0,69.0,74.0,83.0,95.0,78.875,A
32,32,aiphkijc@school.edu,3105160513,Rxtvins Dtesm,232,3105160513,Rxtvins Dtesm,84.25,76.2,80.0,70.0,57.0,89.0,77.5325,A-
33,33,tgiepxpwg@school.edu,1441331476,Gekkqe Rnjzdoa,233,1441331476,Gekkqe Rnjzdoa,76.875,76.4,71.0,51.0,55.0,89.0,71.20875,C+
34,34,xyecbmbg@school.edu,9486058581,Wyxailysva Fzfwqynddp,234,9486058581,Wyxailysva Fzfwqynddp,76.125,82.2,74.0,84.0,76.0,87.0,79.75125,A
35,35,hyavu@school.edu,9615792820,Rdlrte Veigtc,235,9615792820,Rdlrte Veigtc,87.625,80.8,79.0,62.0,61.0,56.0,71.48625,C+
36,36,adgzmrwigtups@school.edu,7500997562,Ahhbohvmtu Ojxxn,236,7500997562,Ahhbohvmtu Ojxxn,77.75,75.4,84.0,71.0,61.0,57.0,70.7775,C
37,37,bnbbzmp@school.edu,7586135659,Uidmazr Ilrcybj,237,7586135659,Uidmazr Ilrcybj,79.75,86.8,68.0,77.0,78.0,64.0,74.8675,B
38,38,qqzxqocgemv@school.edu,1922185759,Ovbzzk Idfhq,238,1922185759,Ovbzzk Idfhq,78.75,74.6,72.0,50.0,65.0,64.0,67.9975,D+
39,39,csdbxf@school.edu,1622983839,Cwulm Tarbnj,239,1622983839,Cwulm Tarbnj,89.375,80.6,91.0,54.0,77.0,93.0,82.30375,A
40,40,uumlmoumwmebr@school.edu,5129104612,Ffzkxovenq Azgjlxaavs,240,5129104612,Ffzkxovenq Azgjlxaavs,74.5,90.4,58.0,77.0,73.0,80.0,74.865,B
41,41,qwbgsgaddmaf@school.edu,4092052779,Qlmxbixa Ltxggwdr,241,4092052779,Qlmxbixa Ltxggwdr,80.5,84.6,64.0,89.0,67.0,69.0,75.385,B
42,42,ymecrbtud@school.edu,4691590872,Mppgltqe Tgtoneapp,242,4691590872,Mppgltqe Tgtoneapp,78.0,80.2,63.0,79.0,90.0,97.0,81.72,A
43,43,zvkoghs@school.edu,2847661292,Acyxbyq Sipkohucz,243,2847661292,Acyxbyq Sipkohucz,78.25,77.8,92.0,98.0,99.0,66.0,83.8925,A
44,44,ffcqnvmmjdakv@school.edu,1236095766,Nmtjc Luzceb,244,1236095766,Nmtjc Luzceb,83.25,75.2,94.0,82.0,99.0,60.0,81.5825,A
45,45,ndxde@school.edu,1803159941,Foggksio Xawvuvymj,245,1803159941,Foggksio Xawvuvymj,84.0,77.2,65.0,57.0,97.0,58.0,73.17,B-
46,46,jarechjiqhv@school.edu,2584124840,Nlpdgrzih Sgckz,246,2584124840,Nlpdgrzih Sgckz,75.875,69.6,54.0,86.0,94.0,80.0,77.02875,A-
47,47,phwqnbcc@school.edu,4482068504,Ysxdjzawm Rwqrdvbnmp,247,4482068504,Ysxdjzawm Rwqrdvbnmp,71.875,70.6,78.0,80.0,70.0,68.0,72.82875,C+
48,48,wlhlg@school.edu,2164213951,Oekjlxxsi Gyffgon,248,2164213951,Oekjlxxsi Gyffgon,81.75,91.2,86.0,86.0,55.0,68.0,77.2075,A-
49,49,ocayf@school.edu,5163800788,Zqlpbd Hvruba,249,5163800788,Zqlpbd Hvruba,85.125,82.2,82.0,78.0,66.0,69.0,77.20125,A-
50,50,tfepdpw@school.edu,7563948088,Ctglxtxqm Tgenmndxv,250,7563948088,Ctglxtxqm Tgenmndxv,77.75,75.6,54.0,50.0,99.0,56.0,68.6475,D+
51,51,dybqpddihdxjh@school.edu,1058702021,Acbpe Zenwwoyk,251,1058702021,Acbpe Zenwwoyk,74.375,84.6,80.0,69.0,72.0,72.0,74.60375,B
52,52,johwynwl@school.edu,7001827588,Ojqpiuz Ytizxslx,252,7001827588,Ojqpiuz Ytizxslx,78.0,82.0,95.0,80.0,88.0,64.0,79.95,A
53,53,bltnlbdjmzjr@school.edu,8921733891,Ubyafhn Wbgphx,253,8921733891,Ubyafhn Wbgphx,83.625,83.2,69.0,93.0,60.0,72.0,76.92625,B+
54,54,dentrr@school.edu,9184375449,Qwrazxo Xaswfhpyji,254,9184375449,Qwrazxo Xaswfhpyji,80.5,79.0,54.0,96.0,71.0,77.0,76.575,B+
55,55,mfsgz@school.edu,4285973397,Ekhhxcb Nmacx,255,4285973397,Ekhhxcb Nmacx,78.5,75.6,55.0,50.0,66.0,75.0,67.835,D+
56,56,mwtvybsxfitl@school.edu,9236006156,Uwkcbu Qxztplr,256,9236006156,Uwkcbu Qxztplr,69.5,81.4,58.0,77.0,86.0,90.0,76.665,B+
57,57,rkbfc@school.edu,4247773339,Wtlmwttge Rgtkshl,257,4247773339,Wtlmwttge Rgtkshl,81.625,79.4,98.0,75.0,62.0,50.0,73.59625,B-
58,58,jwwwwpy@school.edu,7449928772,Yqnbtjc Tzmjk,258,7449928772,Yqnbtjc Tzmjk,86.75,74.6,78.0,100.0,74.0,83.0,83.5475,A
59,59,vxfognuurbssp@school.edu,1271458515,Qomdghsxk Kbbeydfde,259,1271458515,Qomdghsxk Kbbeydfde,70.125,75.4,89.0,87.0,83.0,71.0,78.12125,A
60,60,indboao@school.edu,6272142821,Rwzpfhmo Nckaah,260,6272142821,Rwzpfhmo Nckaah,68.375,89.0,80.0,57.0,79.0,79.0,74.19375,B
61,61,wtwzr@school.edu,6453147746,Qpolkerui Pwqsoptw,261,6453147746,Qpolkerui Pwqsoptw,79.875,73.8,89.0,56.0,63.0,86.0,75.74875,B
62,62,hbvcmx@school.edu,8043458650,Btcoz Pflfc,262,8043458650,Btcoz Pflfc,71.75,82.4,78.0,71.0,70.0,56.0,70.2275,C
63,63,eojyuwum@school.edu,6080208657,Ymxbueda Ysgrkig,263,6080208657,Ymxbueda Ysgrkig,81.5,84.4,100.0,92.0,89.0,53.0,81.565,A
64,64,jloyzqevs@school.edu,2758163455,Kjdbdyi Vamjmtucim,264,2758163455,Kjdbdyi Vamjmtucim,75.25,84.6,58.0,97.0,98.0,87.0,82.6225,A
65,65,mrxjtctfywm@school.edu,1448352587,Lsaiopmpsx Gfxvtycac,265,1448352587,Lsaiopmpsx Gfxvtycac,75.5,77.4,53.0,56.0,92.0,57.0,68.165,D+
66,66,hqogeyrlom@school.edu,3065767486,Ttanfbwgef Dqiyiz,266,3065767486,Ttanfbwgef Dqiyiz,80.0,76.2,96.0,82.0,50.0,66.0,75.02,B
67,67,psarh@school.edu,3774821269,Rwtzmmlpk Oxtsawe,267,3774821269,Rwtzmmlpk Oxtsawe,79.375,81.0,75.0,94.0,71.0,94.0,82.74375,A
68,68,ghiffvckofj@school.edu,2502939050,Bxueox Astxsokbxx,268,2502939050,Bxueox Astxsokbxx,73.625,70.6,77.0,85.0,86.0,99.0,82.46625,A
69,69,usgbdsjcoodoc@school.edu,1516243958,Animbuk Dbngegngcp,269,1516243958,Animbuk Dbngegngcp,82.25,75.6,64.0,99.0,87.0,69.0,79.4225,A
70,70,urtuuzmwnslai@school.edu,8288304373,Irkvecpiqw Efbtdwefl,270,8288304373,Irkvecpiqw Efbtdwefl,78.875,81.4,91.0,51.0,64.0,52.0,69.15875,C-
71,71,vdwextewxbero@school.edu,6528622386,Yyhpvezisv Msddhqw,271,6528622386,Yyhpvezisv Msddhqw,81.375,77.2,67.0,84.0,68.0,85.0,77.91375,A-
72,72,tkkxrhtzds@school.edu,1439079821,Ireneta Bjktvc,272,1439079821,Ireneta Bjktvc,78.75,79.8,95.0,89.0,59.0,90.0,82.1175,A
73,73,dvgkpvutb@school.edu,9036513862,Ywuunlzyp Sbluh,273,9036513862,Ywuunlzyp Sbluh,79.0,83.2,96.0,58.0,72.0,64.0,74.77,B
74,74,gvhyomredduig@school.edu,1608641390,Nibwodx Vileflanu,274,1608641390,Nibwodx Vileflanu,80.625,84.8,96.0,62.0,58.0,86.0,78.23625,A
75,75,orsyywvpv@school.edu,3191595283,Onslh Xqpltcj,275,3191595283,Onslh Xqpltcj,87.125,84.2,98.0,88.0,97.0,70.0,86.65125,A+
76,76,ivnfqraieom@school.edu,4045790475,Bopbxs Sldwmgl,276,4045790475,Bopbxs Sldwmgl,81.125,80.6,61.0,77.0,57.0,72.0,71.99125,C+
77,77,kxkiwudzs@school.edu,8621742228,Dexzbydc Qekbn,277,8621742228,Dexzbydc Qekbn,84.75,85.6,74.0,50.0,65.0,76.0,73.2975,B-
78,78,vqpufmr@school.edu,8208647133,Isgch Drhjofsyr,278,8208647133,Isgch Drhjofsyr,77.5,74.0,61.0,70.0,68.0,67.0,70.025,C
79,79,ljorvbuuf@school.edu,4618405034,Oovaazr Kfsnxtglb,279,4618405034,Oovaazr Kfsnxtglb,81.25,94.0,73.0,51.0,81.0,91.0,78.6625,A
80,80,xxtfkbksiea@school.edu,6050610870,Ezzmtggcnc Rjzmlb,280,6050610870,Ezzmtggcnc Rjzmlb,76.0,84.0,75.0,89.0,64.0,60.0,73.6,B-
81,81,hiwveswdcs@school.edu,3508480642,Mcygpvqihc Nlosrvovuu,281,3508480642,Mcygpvqihc Nlosrvovuu,81.375,85.8,64.0,58.0,95.0,72.0,75.87375,B
82,82,teiqv@school.edu,4721917700,Gzgmpzuwr Lutpo,282,4721917700,Gzgmpzuwr Lutpo,68.125,71.6,73.0,99.0,73.0,97.0,80.34125,A
83,83,fifphuwgqd@school.edu,4080635665,Hvjybcgxcj Ivzmx,283,4080635665,Hvjybcgxcj Ivzmx,85.0,72.2,93.0,68.0,63.0,84.0,78.87,A
84,84,pdhnrgy@school.edu,3775234680,Fjpcjwuvcq Wehlt,284,3775234680,Fjpcjwuvcq Wehlt,75.875,88.2,84.0,96.0,80.0,67.0,80.18875,A
85,85,zfclmapswpwgj@school.edu,2206188491,Hncbh Tmeruiodpl,285,2206188491,Hncbh Tmeruiodpl,84.25,86.0,100.0,63.0,59.0,58.0,74.5625,B
86,86,ybxrstowdzh@school.edu,5854699202,Eeonkvxlij Kynuvhsugq,286,5854699202,Eeonkvxlij Kynuvhsugq,82.625,87.8,59.0,78.0,85.0,87.0,80.13625,A
87,87,urvojmscf@school.edu,4710013365,Ysyprwwd Othjuiswij,287,4710013365,Ysyprwwd Othjuiswij,74.875,68.0,77.0,68.0,73.0,92.0,76.61875,B+
88,88,fbroduisx@school.edu,3415155056,Vxsxe Covpnl,288,3415155056,Vxsxe Covpnl,76.875,70.4,80.0,63.0,53.0,71.0,69.85875,C-
89,89,yyrqru@school.edu,7603548282,Tlypdbspzd Zsbkecvb,289,7603548282,Tlypdbspzd Zsbkecvb,78.875,68.0,64.0,99.0,68.0,61.0,73.36875,B-
90,90,kcfjidcleax@school.edu,3711729540,Umrcawxck Xoeuc,290,3711729540,Umrcawxck Xoeuc,79.0,75.4,93.0,86.0,62.0,100.0,83.44,A
91,91,cznmkylyjp@school.edu,3302505259,Ocwyluak Emikpoadfu,291,3302505259,Ocwyluak Emikpoadfu,85.625,89.2,94.0,83.0,74.0,100.0,87.97625,A+
92,92,zdlutvfs@school.edu,8033419451,Uqymrau Rupoa,292,8033419451,Uqymrau Rupoa,67.75,73.4,66.0,82.0,50.0,82.0,70.3775,C
93,93,qoiogv@school.edu,8711804748,Fsurhydmk Nwldx,293,8711804748,Fsurhydmk Nwldx,71.875,76.2,98.0,94.0,70.0,86.0,82.08875,A
94,94,bgrdswotlkhq@school.edu,5201854753,Tvktrwrpb Geksp,294,5201854753,Tvktrwrpb Geksp,76.125,83.0,92.0,67.0,93.0,59.0,76.93125,B+
95,95,ykyllwwwhrs@school.edu,1542839275,Etjus Rysmzbvcnw,295,1542839275,Etjus Rysmzbvcnw,80.0,82.0,52.0,56.0,91.0,61.0,70.25,C
96,96,qelarwco@school.edu,6128275489,Bgdugqdv Fbnodgxld,296,6128275489,Bgdugqdv Fbnodgxld,78.375,75.0,58.0,72.0,85.0,98.0,78.94375,A
97,97,vysulneamuuh@school.edu,2477152185,Asgfh Ybmjjjq,297,2477152185,Asgfh Ybmjjjq,84.0,77.2,64.0,69.0,65.0,51.0,68.62,D+
98,98,cdgzkgjzjdh@school.edu,2742055448,Kypsb Rinqj,298,2742055448,Kypsb Rinqj,77.625,83.4,68.0,77.0,87.0,73.0,77.14625,A-
99,99,kdrswtdea@school.edu,4860551830,Svwtftsxpl Pltdiaby,299,4860551830,Svwtftsxpl Pltdiaby,79.875,78.8,51.0,51.0,59.0,82.0,68.39875,D+
100,100,qsudpaaf@school.edu,8927184021,Urtayj Rrtbdyyan,300,8927184021,Urtayj Rrtbdyyan,79.625,76.0,65.0,57.0,86.0,86.0,75.90625,B
101,101,bscwdhbqz@school.edu,5967321633,Yvnozm Dcbruzkky,301,5967321633,Yvnozm Dcbruzkky,88.125,76.8,63.0,52.0,76.0,70.0,72.36125,C+
102,102,stcndeclb@school.edu,8973808019,Pvoxrhct Ocrnp,302,8973808019,Pvoxrhct Ocrnp,85.375,84.8,64.0,75.0,89.0,73.0,78.62375,A
103,103,ydrrjmlebc@school.edu,6452763172,Zykbqrnrc Yjmwjhqsj,303,6452763172,Zykbqrnrc Yjmwjhqsj,69.625,69.2,54.0,57.0,63.0,99.0,70.22625,C
104,104,xildnkmdtouhh@school.edu,9191014162,Dvxks Kgubixzqtl,304,9191014162,Dvxks Kgubixzqtl,82.375,79.8,62.0,52.0,60.0,86.0,71.87375,C+
105,105,qxvaax@school.edu,8770463567,Juklen Tbhyycxj,305,8770463567,Juklen Tbhyycxj,85.25,77.2,65.0,99.0,86.0,81.0,82.7325,A
106,106,wrtvofomtd@school.edu,2797880739,Qhbhyqortp Ijhhaac,306,2797880739,Qhbhyqortp Ijhhaac,90.25,82.2,99.0,78.0,54.0,50.0,75.4325,B
107,107,ijqgctzps@school.edu,7660636742,Amupf Iuzdd,307,7660636742,Amupf Iuzdd,90.625,72.4,90.0,63.0,88.0,82.0,82.44625,A
108,108,zzzjhwtx@school.edu,3727031896,Oaelmh Mspfsrrb,308,3727031896,Oaelmh Mspfsrrb,80.875,90.8,65.0,56.0,78.0,52.0,69.54875,C-
109,109,rgceocyv@school.edu,5460244389,Srxbukdbvn Qxqblxkarh,309,5460244389,Srxbukdbvn Qxqblxkarh,78.125,69.0,53.0,73.0,76.0,87.0,74.13125,B
110,110,ysviwokyklxyx@school.edu,2571691519,Tywgv Wnsdhx,310,2571691519,Tywgv Wnsdhx,81.5,85.4,86.0,77.0,94.0,89.0,85.265,A+
111,111,acnbj@school.edu,2436838587,Tgznjkwgpg Xroidgncfb,311,2436838587,Tgznjkwgpg Xroidgncfb,79.75,88.4,51.0,81.0,88.0,99.0,81.5775,A
112,112,cptgnlevckl@school.edu,4111039856,Xgdnlejox Tdiund,312,4111039856,Xgdnlejox Tdiund,75.875,73.8,54.0,78.0,74.0,80.0,73.24875,B-
113,113,vwfkfu@school.edu,9057590146,Fdmlzk Mgziyybvt,313,9057590146,Fdmlzk Mgziyybvt,79.125,86.4,89.0,70.0,79.0,95.0,83.12125,A
114,114,qgvlmdsjhr@school.edu,8523297616,Igowy Maxbz,314,8523297616,Igowy Maxbz,88.25,86.6,65.0,83.0,81.0,87.0,82.4725,A
115,115,novtbhnoedern@school.edu,8654191837,Jdtlfbngcn Txvbfrlksj,315,8654191837,Jdtlfbngcn Txvbfrlksj,84.5,64.2,53.0,84.0,85.0,55.0,71.845,C+
116,116,xyvql@school.edu,6286143687,Tcatrpeto Baulczx,316,6286143687,Tcatrpeto Baulczx,82.75,77.6,71.0,86.0,87.0,100.0,85.0475,A+
117,117,gbiftuk@school.edu,7613727697,Olzry Bipsk,317,7613727697,Olzry Bipsk,91.625,68.6,94.0,64.0,66.0,54.0,74.16625,B
118,118,igqfqhahamlv@school.edu,5206343196,Adcazgevn Blgwiyzsvw,318,5206343196,Adcazgevn Blgwiyzsvw,70.125,79.0,98.0,55.0,89.0,57.0,73.13125,B-
119,119,wtkjqurz@school.edu,1797897696,Evedsljiws Nfoyptpjon,319,1797897696,Evedsljiws Nfoyptpjon,77.5,75.2,91.0,90.0,91.0,86.0,84.895,A
120,120,scxhkovq@school.edu,7698867947,Ihggcv Dmnxtv,320,7698867947,Ihggcv Dmnxtv,79.75,73.2,94.0,54.0,82.0,85.0,78.7575,A
121,121,gwztcup@school.edu,8973193688,Yyrjybekp Zepvfh,321,8973193688,Yyrjybekp Zepvfh,87.75,67.0,71.0,87.0,80.0,55.0,75.3375,B
122,122,dmint@school.edu,7843642297,Uhtns Dtyegxiu,322,7843642297,Uhtns Dtyegxiu,76.625,87.6,78.0,84.0,60.0,83.0,77.81625,A-
123,123,usrvdh@school.edu,8469338891,Hdlfbyiwn Qoydr,323,8469338891,Hdlfbyiwn Qoydr,79.375,76.6,77.0,59.0,77.0,56.0,70.65375,C
124,124,okaum@school.edu,8126629819,Eaoiscb Djccl,324,8126629819,Eaoiscb Djccl,90.375,68.0,97.0,92.0,66.0,100.0,87.64375,A+
125,125,xboqizopezj@school.edu,2952422339,Lbjql Ejliu,325,2952422339,Lbjql Ejliu,80.25,76.6,87.0,93.0,53.0,73.0,77.2725,A-
126,126,oouwu@school.edu,9947151379,Arlqxpf Tlwqtt,326,9947151379,Arlqxpf Tlwqtt,84.25,83.4,70.0,72.0,76.0,67.0,75.5025,B
127,127,qwxjvttbcqnww@school.edu,4842251406,Frtfbf Utoamjsaaw,327,4842251406,Frtfbf Utoamjsaaw,80.25,83.6,65.0,54.0,62.0,77.0,70.9725,C
128,128,napcgsjxp@school.edu,4123734029,Ozvorn Uyfzbah,328,4123734029,Ozvorn Uyfzbah,75.75,80.4,84.0,73.0,53.0,54.0,69.2775,C-
129,129,mttuspxwxj@school.edu,4507339229,Mlgcvnl Hhtwykzees,329,4507339229,Mlgcvnl Hhtwykzees,84.75,77.4,90.0,62.0,50.0,77.0,74.6275,B
130,130,uiikagteksj@school.edu,4360696805,Icujseywve Fpncbdrw,330,4360696805,Icujseywve Fpncbdrw,76.625,75.0,75.0,54.0,54.0,87.0,71.50625,C+
131,131,neacayeeku@school.edu,1619150239,Tlaqv Liimorkaw,331,1619150239,Tlaqv Liimorkaw,77.5,82.2,62.0,82.0,68.0,65.0,72.395,C+
132,132,xdjhzam@school.edu,1980590144,Jrcrg Srxbezkhch,332,1980590144,Jrcrg Srxbezkhch,87.75,81.4,76.0,76.0,76.0,67.0,77.6775,A-
133,133,pgrwugzatjys@school.edu,7096180190,Tbcxlbg Axaqtw,333,7096180190,Tbcxlbg Axaqtw,80.875,73.6,52.0,66.0,88.0,59.0,70.27875,C
134,134,agvnbdg@school.edu,7292031738,Gdggm Anuqstnwp,334,7292031738,Gdggm Anuqstnwp,76.75,82.6,83.0,62.0,64.0,61.0,70.9975,C
135,135,esfaviohns@school.edu,1610555534,Bimsaf Hfevftykp,335,1610555534,Bimsaf Hfevftykp,83.5,73.4,53.0,81.0,66.0,61.0,70.415,C
136,136,kgjptkgzwf@school.edu,6428660926,Wzecagareb Fkbpqazel,336,6428660926,Wzecagareb Fkbpqazel,78.125,75.2,72.0,73.0,91.0,66.0,75.65125,B
137,137,xziacwygahk@school.edu,9652475528,Rsefd Ogmbabhwge,337,9652475528,Rsefd Ogmbabhwge,90.125,74.6,86.0,92.0,55.0,93.0,83.54125,A
138,138,bjtqidhoijrc@school.edu,3103184056,Qqrirhhae Ufenrcrxhv,338,3103184056,Qqrirhhae Ufenrcrxhv,85.0,83.0,62.0,57.0,58.0,68.0,69.7,C-
139,139,cscmhpwudj@school.edu,9041620631,Aeokhmgkd Qplfpstwp,339,9041620631,Aeokhmgkd Qplfpstwp,81.875,73.6,53.0,86.0,78.0,74.0,75.17875,B
140,140,nkgwxjy@school.edu,9925627242,Eazccmjw Kkybzmo,340,9925627242,Eazccmjw Kkybzmo,77.0,87.8,85.0,56.0,95.0,56.0,74.63,B
141,141,yktqzpzawj@school.edu,8684630040,Vzejqkkthc Pdkqwpn,341,8684630040,Vzejqkkthc Pdkqwpn,81.875,78.6,90.0,50.0,88.0,99.0,82.32875,A
142,142,nozqtfk@school.edu,8298571279,Eyrxolb Vxmuqsuzgf,342,8298571279,Eyrxolb Vxmuqsuzgf,79.875,75.4,52.0,53.0,81.0,69.0,69.20875,C-
143,143,bakrogjj@school.edu,6477498354,Fdvyhdmopt Ynmpaa,343,6477498354,Fdvyhdmopt Ynmpaa,85.125,75.0,91.0,100.0,90.0,98.0,90.53125,A+
144,144,tbautsokmgd@school.edu,8291014110,Uvwzxpk Botsh,344,8291014110,Uvwzxpk Botsh,86.25,83.8,56.0,64.0,83.0,59.0,72.1925,C+
145,145,zaxfwzdqde@school.edu,8072317686,Jibddou Exlgv,345,8072317686,Jibddou Exlgv,77.5,67.0,95.0,51.0,83.0,71.0,74.625,B
146,146,ngjvetovdg@school.edu,1345984804,Iotab Cwbywmpt,346,1345984804,Iotab Cwbywmpt,78.5,68.4,99.0,70.0,100.0,94.0,85.615,A+
147,147,sbiuvtbk@school.edu,2727001983,Qgtsyvrjt Eizucxit,347,2727001983,Qgtsyvrjt Eizucxit,75.875,77.0,99.0,95.0,85.0,91.0,86.71875,A+
148,148,tfywcxitwwr@school.edu,6167256568,Cqlaomo Qjahbwcrm,348,6167256568,Cqlaomo Qjahbwcrm,87.125,72.2,92.0,100.0,59.0,81.0,82.85125,A
149,149,yydhyzacm@school.edu,8530881417,Gobeukx Jwmswzkj,349,8530881417,Gobeukx Jwmswzkj,84.875,75.8,57.0,88.0,51.0,88.0,75.79875,B
150,150,wkqggm@school.edu,2314742036,Aviwhmcyc Gkbhpqwwv,350,2314742036,Aviwhmcyc Gkbhpqwwv,69.25,88.0,66.0,93.0,60.0,95.0,77.9625,A-
