,Unnamed: 0_x,UID,UIN_x,Name_x,Unnamed: 0_y,UIN_y,Name_y,HW,Quiz,E1,E2,E3,E4,Total,Letter grade
74,74,qdlgghonnywfb@school.edu,9359602634,Acsbmxs Nmmio,74,9359602634,Acsbmxs Nmmio,72.375,83.8,60.0,64.0,79.0,95.0,75.92375,B
75,75,filtilt@school.edu,7111164818,Aqpwbxj Eqqdg,75,7111164818,Aqpwbxj Eqqdg,85.0,74.4,75.0,62.0,91.0,100.0,82.89,A
76,76,gunwpjwdyhy@school.edu,3645588217,Ksoighgkoe Wowjgje,76,3645588217,Ksoighgkoe Wowjgje,86.0,81.8,71.0,77.0,56.0,87.0,77.68,A-
77,77,iyvpf@school.edu,3109341325,Bcurowvhdt Idgejxolts,77,3109341325,Bcurowvhdt Idgejxolts,83.625,70.6,90.0,55.0,78.0,92.0,79.81625,A
78,78,qgkyltfbwn@school.edu,9436053942,Sftuefch Zheli,78,9436053942,Sftuefch Zheli,89.5,77.4,58.0,66.0,98.0,51.0,73.615,B-
79,79,bxzqdfagsvkvx@school.edu,1319175165,Klttilcos Uparzoto,79,1319175165,Klttilcos Uparzoto,70.0,75.2,76.0,69.0,79.0,52.0,69.02,C-
80,80,nanalqzdbuikf@school.edu,5778283567,Zaskrpd Wvyffik,80,5778283567,Zaskrpd Wvyffik,77.0,86.0,80.0,76.0,100.0,63.0,78.85,A
81,81,farjvzjo@school.edu,9199241808,Spwgis Dnebtjvv,81,9199241808,Spwgis Dnebtjvv,87.75,91.0,52.0,88.0,88.0,84.0,82.0375,A
82,82,ndyxjvinz@school.edu,2350427247,Qayzr Umjkvobt,82,2350427247,Qayzr Umjkvobt,77.25,65.6,97.0,96.0,90.0,59.0,80.1225,A
83,83,aolhzzzyej@school.edu,3999091309,Fzlpgtwnae Iuyiztn,83,3999091309,Fzlpgtwnae Iuyiztn,85.0,71.2,52.0,99.0,54.0,54.0,69.92,C-
84,84,qtnnxzhb@school.edu,4447959340,Vlgxfzhw Azdacqwy,84,4447959340,Vlgxfzhw Azdacqwy,75.375,73.8,89.0,58.0,66.0,86.0,75.37375,B
85,85,ugtynssr@school.edu,3533404338,Unkvd Wklhreycvv,85,3533404338,Unkvd Wklhreycvv,87.375,73.0,82.0,73.0,53.0,87.0,77.74375,A-
86,86,syxcxxnqzpc@school.edu,5071169070,Egcos Oqitbxm,86,5071169070,Egcos Oqitbxm,74.5,84.0,55.0,91.0,62.0,51.0,68.425,D+
87,87,dvtsknvkw@school.edu,7721483740,Nhbsp Dgszg,87,7721483740,Nhbsp Dgszg,78.375,84.8,86.0,89.0,50.0,66.0,75.02375,B
88,88,lmflptbpeyx@school.edu,9917919599,Xkmqrmajco Aekrltlrwi,88,9917919599,Xkmqrmajco Aekrltlrwi,88.25,73.0,90.0,68.0,90.0,72.0,80.9625,A
89,89,aqedjqzbmfbxr@school.edu,5620980513,Vtofduhwe Mozyh,89,5620980513,Vtofduhwe Mozyh,81.0,75.6,95.0,77.0,77.0,83.0,81.76,A
90,90,fjhggllieo@school.edu,8707937116,Qnwnx Vsxbxwy,90,8707937116,Qnwnx Vsxbxwy,83.75,74.6,51.0,75.0,99.0,97.0,81.5475,A
91,91,tdyxnkfctsm@school.edu,3011308176,Trotd Uozmlilwe,91,3011308176,Trotd Uozmlilwe,88.0,73.6,97.0,68.0,100.0,59.0,80.91,A
92,92,ojepdegnadc@school.edu,8724969887,Nlvkc Vrxebowh,92,8724969887,Nlvkc Vrxebowh,77.75,67.6,61.0,61.0,50.0,50.0,61.9975,D+
93,93,ozkgnthagifd@school.edu,6882890198,Mgupxee Xutmz,93,6882890198,Mgupxee Xutmz,77.25,69.8,73.0,68.0,99.0,77.0,77.6925,A-
94,94,ntkovbik@school.edu,5363421992,Mepkhiabh Bycsa,94,5363421992,Mepkhiabh Bycsa,80.75,90.4,100.0,87.0,79.0,78.0,84.7275,A
95,95,lefopep@school.edu,6041877725,Abyijegnjm Bnhogaxby,95,6041877725,Abyijegnjm Bnhogaxby,92.0,77.2,51.0,96.0,51.0,64.0,73.22,B-
96,96,zjevufsyv@school.edu,5320792423,Lqsvqkae Aagonsqj,96,5320792423,Lqsvqkae Aagonsqj,80.75,75.0,63.0,71.0,95.0,98.0,81.6375,A
97,97,rmzvfdqc@school.edu,2367577876,Zytzzz Bzaxqw,97,2367577876,Zytzzz Bzaxqw,74.875,83.2,89.0,84.0,86.0,99.0,85.68875,A+
98,98,glmawo@school.edu,5176254810,Faypt Utcewdmv,98,5176254810,Faypt Utcewdmv,81.875,82.8,92.0,88.0,68.0,93.0,84.54875,A
99,99,mfwuaorshy@school.edu,8776893713,Zjsfy Bgkurczuqj,99,8776893713,Zjsfy Bgkurczuqj,82.25,80.4,71.0,94.0,92.0,59.0,78.9525,A
100,100,qdhepepcaayi@school.edu,4547295787,Nfjgqfqsfz Mwajkkotma,100,4547295787,Nfjgqfqsfz Mwajkkotma,80.75,67.8,93.0,59.0,94.0,68.0,77.4675,A-
101,101,gylrht@school.edu,4805654887,Nzrmlmydal Djegnkxgmd,101,4805654887,Nzrmlmydal Djegnkxgmd,75.0,74.0,74.0,79.0,67.0,75.0,74.15,B
102,102,eqiezserhuflk@school.edu,1280581755,Astdguuur Smpnvl,102,1280581755,Astdguuur Smpnvl,80.125,80.0,71.0,52.0,51.0,77.0,69.53125,C-
103,103,vktowtqjrejyy@school.edu,1300481497,Numwacupfa Fiwxjz,103,1300481497,Numwacupfa Fiwxjz,72.75,78.2,77.0,66.0,61.0,92.0,75.0075,B
104,104,qockdaepya@school.edu,8084929465,Lzhetcv Ucoqthmfa,104,8084929465,Lzhetcv Ucoqthmfa,73.25,74.4,96.0,90.0,92.0,69.0,81.2525,A
105,105,gqaelhoneev@school.edu,4898102293,Zoxpaxjbde Dlhqub,105,4898102293,Zoxpaxjbde Dlhqub,82.625,78.2,56.0,61.0,70.0,91.0,74.72625,B
106,106,eyyir@school.edu,3019320878,Kvhonqn Knrff,106,3019320878,Kvhonqn Knrff,78.0,77.4,80.0,55.0,59.0,85.0,73.34,B-
107,107,cssebvsvdzmxs@school.edu,2770891948,Ogqbyvdrds Uwotru,107,2770891948,Ogqbyvdrds Uwotru,79.75,81.6,95.0,71.0,57.0,91.0,79.7475,A
108,108,boplid@school.edu,1760148616,Yforasux Klfvza,108,1760148616,Yforasux Klfvza,81.125,80.8,77.0,94.0,97.0,82.0,84.96125,A
109,109,luecdjeomw@school.edu,6658688894,Ezqduegtw Mkkuas,109,6658688894,Ezqduegtw Mkkuas,74.25,86.8,66.0,96.0,87.0,66.0,77.7925,A-
110,110,qynfryihrutdg@school.edu,4615152775,Jhcso Yckrwc,110,4615152775,Jhcso Yckrwc,79.875,74.4,86.0,94.0,53.0,76.0,77.55875,A-
111,111,ncbfl@school.edu,3180913237,Syrlf Yytuqgf,111,3180913237,Syrlf Yytuqgf,71.625,79.6,94.0,69.0,93.0,65.0,77.26625,A-
112,112,qvcopqk@school.edu,7633106416,Ftuujny Fsudfpggjk,112,7633106416,Ftuujny Fsudfpggjk,85.625,66.2,59.0,72.0,99.0,52.0,72.92625,C+
113,113,dtkuetvs@school.edu,2218728864,Fbxfix Txjut,113,2218728864,Fbxfix Txjut,78.375,86.2,81.0,90.0,75.0,60.0,77.11375,A-
114,114,xcffbrqnu@school.edu,9908325406,Uufdotqlyz Efohbrtxh,114,9908325406,Uufdotqlyz Efohbrtxh,83.75,85.4,80.0,76.0,77.0,70.0,78.4275,A
115,115,ierurjczyulg@school.edu,4784887422,Druxmwdamc Xjlmjnvb,115,4784887422,Druxmwdamc Xjlmjnvb,81.625,73.8,56.0,70.0,51.0,93.0,72.93625,C+
116,116,qkkrvoyzbui@school.edu,6947336674,Yvorivep Yffua,116,6947336674,Yvorivep Yffua,75.875,76.4,75.0,67.0,72.0,89.0,76.50875,B+
117,117,lgolbsc@school.edu,1429661870,Roxzehgydv Asaqsa,117,1429661870,Roxzehgydv Asaqsa,85.5,85.0,62.0,93.0,79.0,89.0,82.775,A
118,118,zzughrqn@school.edu,3211305037,Skbxe Gpulvmyrz,118,3211305037,Skbxe Gpulvmyrz,76.75,88.2,90.0,90.0,100.0,79.0,85.8075,A+
119,119,gomxj@school.edu,3723076187,Zepohxz Uypotde,119,3723076187,Zepohxz Uypotde,85.125,70.6,62.0,63.0,97.0,62.0,74.04125,B
120,120,mdsslmvaihx@school.edu,3795993460,Joxivvft Fvdfurmc,120,3795993460,Joxivvft Fvdfurmc,83.25,86.8,70.0,94.0,72.0,86.0,82.0925,A
121,121,evexcxvsh@school.edu,6669633220,Vinfua Yqzvo,121,6669633220,Vinfua Yqzvo,69.25,76.8,95.0,92.0,62.0,70.0,76.3425,B+
122,122,zlkykdjmwzzx@school.edu,9536648218,Kgkodeova Kykngto,122,9536648218,Kgkodeova Kykngto,86.125,75.8,56.0,89.0,84.0,91.0,81.66125,A
123,123,sgiqbxhm@school.edu,3800600807,Feeiq Dkyzty,123,3800600807,Feeiq Dkyzty,86.125,80.8,85.0,82.0,80.0,90.0,84.66125,A
124,124,jokngypargc@school.edu,1507825370,Icqihh Jeljhgzhr,124,1507825370,Icqihh Jeljhgzhr,72.0,75.8,100.0,61.0,79.0,91.0,79.78,A
125,125,rvhwjxc@school.edu,3635443040,Hbaji Qasdanbq,125,3635443040,Hbaji Qasdanbq,81.875,62.0,87.0,54.0,57.0,99.0,76.16875,B+
126,126,nvucfxp@school.edu,4494386748,Yoogkynl Simafe,126,4494386748,Yoogkynl Simafe,64.125,72.4,87.0,63.0,81.0,66.0,71.12125,C+
127,127,ynettaz@school.edu,7463088092,Bevpottfzv Ejplmapki,127,7463088092,Bevpottfzv Ejplmapki,79.0,79.8,81.0,60.0,100.0,80.0,79.88,A
128,128,zdxpx@school.edu,6723888551,Gslhmsu Pobrikdr,128,6723888551,Gslhmsu Pobrikdr,85.875,66.0,59.0,56.0,79.0,64.0,69.96875,C-
129,129,dqzlx@school.edu,5188341778,Xvbjawrxla Ufjbxxc,129,5188341778,Xvbjawrxla Ufjbxxc,74.625,69.8,68.0,88.0,55.0,91.0,75.48625,B
130,130,mbdyptlhksfq@school.edu,5909608393,Clnldfd Wzsxpvgzv,130,5909608393,Clnldfd Wzsxpvgzv,78.625,78.8,98.0,81.0,98.0,57.0,80.48625,A
131,131,tpsria@school.edu,1451931248,Fjhquze Lnabjefjp,131,1451931248,Fjhquze Lnabjefjp,78.25,65.4,53.0,70.0,98.0,80.0,75.2525,B
132,132,arcyr@school.edu,8325245100,Lssfeqpqqf Hsizxtl,132,8325245100,Lssfeqpqqf Hsizxtl,77.125,85.0,88.0,81.0,82.0,82.0,81.83125,A
133,133,aiibbndaowg@school.edu,1771079312,Wtcggehf Qxvclz,133,1771079312,Wtcggehf Qxvclz,88.125,67.0,51.0,79.0,84.0,67.0,74.23125,B
134,134,bhbokaxibpo@school.edu,9474729374,Vzfrtzx Crcxus,134,9474729374,Vzfrtzx Crcxus,89.375,78.2,60.0,73.0,62.0,67.0,72.81375,C+
135,135,ldyiv@school.edu,6358441354,Sjrzgxtycz Ybazuhwnmt,135,6358441354,Sjrzgxtycz Ybazuhwnmt,84.375,72.4,100.0,97.0,67.0,55.0,78.93375,A
136,136,olerlh@school.edu,8509651030,Sntfiz Tadqxtns,136,8509651030,Sntfiz Tadqxtns,68.125,71.0,97.0,55.0,85.0,57.0,71.08125,C+
137,137,jevoruyz@school.edu,1201926398,Kgtbkc Wrgivpd,137,1201926398,Kgtbkc Wrgivpd,87.625,78.8,65.0,71.0,55.0,61.0,70.63625,C
138,138,zceorhxu@school.edu,8042890882,Kbeljfehr Etnphjwp,138,8042890882,Kbeljfehr Etnphjwp,78.125,79.4,64.0,60.0,100.0,81.0,77.27125,A-
139,139,jrfdrctpxetr@school.edu,5377163199,Kurjqdh Snwxbd,139,5377163199,Kurjqdh Snwxbd,77.375,67.6,58.0,94.0,93.0,78.0,78.45375,A
140,140,auagoiszoj@school.edu,3026974696,Zxzjpanbm Ozdpdfzvf,140,3026974696,Zxzjpanbm Ozdpdfzvf,82.875,78.8,69.0,67.0,93.0,54.0,73.74875,B-
141,141,qkmsgil@school.edu,3101634737,Zqeovpmtg Ujsdsmsl,141,3101634737,Zqeovpmtg Ujsdsmsl,79.625,82.0,93.0,69.0,90.0,87.0,83.30625,A
142,142,ehngvcg@school.edu,1489983878,Xoydu Lccprmji,142,1489983878,Xoydu Lccprmji,72.25,87.2,55.0,66.0,78.0,71.0,70.8325,C
143,143,bqbrbhgbwkrne@school.edu,3436714215,Xunrcftam Kuiaywpegm,143,3436714215,Xunrcftam Kuiaywpegm,72.75,77.0,92.0,77.0,77.0,61.0,74.9875,B
144,144,gyxvm@school.edu,7111529440,Whgefhu Ozbkwy,144,7111529440,Whgefhu Ozbkwy,85.375,69.6,63.0,59.0,91.0,75.0,75.25375,B
145,145,ezmvgbmz@school.edu,3325011498,Eisatjk Uqfqxnfti,145,3325011498,Eisatjk Uqfqxnfti,71.375,87.2,83.0,61.0,90.0,72.0,76.06375,B+
146,146,wifibiaakwyty@school.edu,3514267308,Wzszksdml Znzckqodvn,146,3514267308,Wzszksdml Znzckqodvn,70.125,78.4,91.0,53.0,85.0,85.0,76.72125,B+
147,147,aicarkbbw@school.edu,3963537127,Jqirhfn Rxnxh,147,3963537127,Jqirhfn Rxnxh,80.875,72.8,60.0,64.0,59.0,68.0,68.54875,D+
148,148,lhseucnsk@school.edu,1955632338,Jzepgvbji Otazzgew,148,1955632338,Jzepgvbji Otazzgew,78.875,76.2,94.0,69.0,55.0,59.0,71.83875,C+
149,149,dnmbaooal@school.edu,5028812355,Zafzbynay Tlmmsd,149,5028812355,Zafzbynay Tlmmsd,75.375,93.4,69.0,96.0,88.0,74.0,80.93375,A
150,150,lnkkoyxilu@school.edu,3752044558,Pzsmvyxlg Jtyvqllu,150,3752044558,Pzsmvyxlg Jtyvqllu,82.25,75.0,58.0,89.0,90.0,88.0,81.2125,A
151,151,ujsfdlbvkv@school.edu,8111513143,Gfyyjdo Fcsedwndcn,151,8111513143,Gfyyjdo Fcsedwndcn,88.5,78.0,93.0,84.0,85.0,69.0,83.025,A
